Date,Distributor_ID,SKU_ID,Primary_Billing_Value,Secondary_Sales_Value,Inventory_Units,Inventory_Days,Credit_Outstanding,Credit_Days,Scheme_Active,Competitor_Price_Index
2026-02-17,D082,SKU34,34843.14,27599.18,440,22,293126.4,34,No,0.66
2026-02-17,D083,SKU55,56008.39,51684.16,681,14,518063.13,34,No,0.66
2026-02-17,D083,SKU33,47159.89,37542.94,498,18,281502.19,34,No,0.66
2026-02-17,D084,SKU69,45797.54,36605.63,717,28,430971.2,34,No,0.66
2026-02-17,D084,SKU20,44355.19,38553.05,280,21,262513.14,34,No,0.66
2026-02-17,D084,SKU64,25454.95,22099.21,420,24,254821.97,34,No,0.66
2026-02-17,D085,SKU40,37410.93,33844.81,533,16,279291.92,34,No,0.66
2026-02-17,D086,SKU10,42181.44,35754.22,517,28,408774.91,34,No,0.66
2026-02-17,D086,SKU01,50218.33,42338.06,710,27,549602.94,34,No,0.66
2026-02-17,D087,SKU55,50655.36,43622.23,361,14,285297.71,34,No,0.66
2026-02-17,D088,SKU09,44213.85,34319.85,585,27,450435.74,34,No,0.66
2026-02-17,D088,SKU18,51792.69,46846.48,524,28,206116.2,34,No,0.66
2026-02-17,D088,SKU24,37602.29,30592.81,577,20,449663.89,34,No,0.66
2026-02-17,D089,SKU59,58769.58,48264.1,726,15,279916.39,34,No,0.66
2026-02-17,D090,SKU33,40840.99,34372.57,701,24,259990.79,34,No,0.66
2026-02-17,D090,SKU48,46036.0,40484.61,513,25,376544.16,34,No,0.66
2026-02-17,D091,SKU40,71042.15,59365.53,498,13,194566.84,34,No,0.66
2026-02-17,D091,SKU39,49053.25,42358.81,459,18,370521.03,34,No,0.66
2026-02-17,D092,SKU01,30262.36,26194.76,660,15,457240.0,34,No,0.66
2026-02-17,D093,SKU29,37439.4,28869.72,473,27,240834.32,34,No,0.66
2026-02-17,D094,SKU15,31365.88,27263.19,805,14,275571.34,34,No,0.66
2026-02-17,D094,SKU18,29028.96,23411.37,665,27,364403.32,34,No,0.66
2026-02-17,D094,SKU05,20798.55,19003.63,699,15,309806.11,34,No,0.66
2026-02-17,D095,SKU39,36723.39,30833.47,401,27,136222.11,34,No,0.66
2026-02-17,D095,SKU11,56044.9,43371.84,554,21,125547.95,34,No,0.66
2026-02-17,D095,SKU26,54920.23,48898.43,581,23,179751.62,34,No,0.66
2026-02-17,D096,SKU16,50648.37,46399.11,410,19,399610.71,27,Yes,0.31
2026-02-17,D097,SKU16,31014.52,28049.63,449,16,247367.72,27,Yes,0.5
2026-02-17,D098,SKU31,73093.39,62369.92,421,20,216322.77,30,No,0.49
2026-02-17,D099,SKU58,29659.81,31068.2,301,18,284850.03,31,Yes,0.5
2026-02-17,D099,SKU36,28167.75,25513.24,614,24,308628.51,27,Yes,0.42
2026-02-17,D100,SKU62,57140.2,50031.28,342,24,183606.77,31,Yes,0.49
2026-02-17,D100,SKU19,52147.28,45403.48,398,16,237517.99,32,Yes,0.46
2026-02-17,D100,SKU69,79420.21,68571.46,640,20,163987.74,22,Yes,0.36
2026-02-17,D101,SKU08,38029.36,37309.08,709,22,259747.81,31,Yes,0.31
2026-02-17,D101,SKU18,35276.59,35105.19,275,15,408056.99,23,Yes,0.42
2026-02-17,D102,SKU26,65141.9,56952.84,616,15,222146.81,28,Yes,0.31
2026-02-17,D102,SKU55,82692.94,86174.86,631,14,231275.69,23,Yes,0.53
2026-02-17,D103,SKU51,45050.63,38677.12,214,18,398488.32,24,Yes,0.32
2026-02-17,D103,SKU62,38854.91,39717.79,495,16,425025.24,29,Yes,0.47
2026-02-17,D104,SKU33,63075.41,60422.89,709,14,115178.73,26,Yes,0.55
2026-02-17,D105,SKU47,81056.51,71967.38,711,18,423846.33,31,Yes,0.47
2026-02-17,D105,SKU52,50766.91,48535.6,707,24,251255.47,29,Yes,0.54
2026-02-17,D105,SKU42,79372.2,82357.15,294,21,534246.31,26,Yes,0.34
2026-02-17,D106,SKU34,50916.28,52525.49,397,23,159091.76,25,Yes,0.35
2026-02-17,D107,SKU64,47123.77,47088.71,729,25,395758.24,28,Yes,0.46
2026-02-17,D108,SKU35,56955.92,57395.43,522,16,130376.57,29,No,0.47
2026-02-17,D109,SKU20,32242.03,31022.81,795,21,410162.06,32,Yes,0.37
2026-02-17,D109,SKU68,43544.68,39128.23,277,21,253738.82,26,Yes,0.42
2026-02-17,D109,SKU39,51452.67,46416.82,480,17,381867.93,31,Yes,0.38
2026-02-17,D110,SKU29,61792.47,55232.6,594,13,328454.31,26,No,0.54
2026-02-17,D110,SKU41,44342.39,43587.63,682,19,216274.87,26,No,0.43
2026-02-17,D110,SKU06,49025.18,50258.03,751,16,210351.1,23,Yes,0.51
2026-02-17,D111,SKU38,60589.83,58876.23,573,16,288109.31,22,Yes,0.36
2026-02-17,D112,SKU22,66253.6,56736.13,578,14,328341.47,31,Yes,0.53
2026-02-17,D113,SKU35,34478.54,34094.62,340,19,360522.61,28,Yes,0.42
2026-02-17,D114,SKU68,34760.53,35860.99,431,23,197588.11,32,No,0.53
2026-02-17,D114,SKU62,39097.21,40328.48,644,14,272919.26,23,Yes,0.38
2026-02-17,D115,SKU03,47753.16,48952.57,566,25,183425.06,32,Yes,0.43
2026-02-17,D115,SKU31,56487.59,53355.5,595,13,143498.72,28,Yes,0.4
2026-02-17,D116,SKU54,56206.14,52795.49,498,21,135875.55,31,Yes,0.39
2026-02-17,D116,SKU05,53684.85,47087.53,507,17,168799.51,32,No,0.35
2026-02-17,D117,SKU07,32233.8,33771.89,311,20,164491.4,22,Yes,0.42
2026-02-17,D117,SKU05,37600.8,38078.25,450,25,289402.42,29,No,0.53
2026-02-17,D118,SKU27,39063.23,39206.47,648,25,103813.89,30,Yes,0.35
2026-02-17,D118,SKU58,32401.12,30329.92,411,24,198165.15,22,Yes,0.41
2026-02-17,D118,SKU14,30320.13,26163.99,737,18,117207.94,32,No,0.45
2026-02-17,D119,SKU54,33516.68,32721.98,646,22,251599.56,25,Yes,0.44
2026-02-17,D119,SKU51,33084.99,32228.95,580,25,443473.54,26,No,0.39
2026-02-17,D120,SKU15,32151.35,30171.57,612,18,293642.92,24,Yes,0.38
2026-02-17,D120,SKU22,23579.04,24489.07,378,19,243625.93,23,Yes,0.36
2026-02-17,D120,SKU26,36227.83,34244.12,327,23,219751.7,30,Yes,0.34
2026-02-18,D001,SKU54,45581.66,41488.64,464,13,200063.14,22,Yes,0.42
2026-02-18,D001,SKU19,32906.94,28809.25,588,24,218834.62,30,Yes,0.46
2026-02-18,D002,SKU53,51162.4,51543.12,587,16,136740.97,22,Yes,0.51
2026-02-18,D003,SKU50,44694.6,38460.58,458,20,181970.75,30,Yes,0.3
2026-02-18,D003,SKU29,44638.84,41764.79,256,18,161067.7,30,No,0.39
2026-02-18,D003,SKU27,34607.42,35391.08,203,16,181803.92,25,No,0.44
2026-02-18,D004,SKU39,27551.47,27558.82,287,14,185761.43,29,Yes,0.36
2026-02-18,D004,SKU54,27561.93,23956.8,294,24,256629.81,29,Yes,0.46
2026-02-18,D004,SKU08,24925.83,24576.02,466,22,247945.17,24,Yes,0.51
2026-02-18,D005,SKU33,80686.47,75727.08,488,15,327292.76,29,Yes,0.52
2026-02-18,D005,SKU20,60605.21,63348.66,763,19,247788.66,24,Yes,0.4
2026-02-18,D005,SKU27,49797.76,52180.61,675,17,199539.63,30,Yes,0.4
2026-02-18,D006,SKU13,50174.78,43013.14,248,23,217192.28,28,Yes,0.46
2026-02-18,D006,SKU65,52536.2,47678.0,250,23,209845.04,27,Yes,0.42
2026-02-18,D007,SKU32,20941.19,18979.88,808,22,154253.9,27,Yes,0.36
2026-02-18,D007,SKU57,35140.35,33521.95,599,16,109284.66,29,No,0.36
2026-02-18,D007,SKU20,25385.82,25342.92,534,20,118377.64,30,Yes,0.37
2026-02-18,D008,SKU37,31776.21,28661.06,566,15,183282.36,26,No,0.4
2026-02-18,D008,SKU30,40054.89,41093.92,408,14,133406.03,30,Yes,0.51
2026-02-18,D009,SKU52,72750.27,75891.24,536,25,228816.41,30,Yes,0.45
2026-02-18,D009,SKU23,70087.53,66325.74,729,15,231171.08,24,No,0.38
2026-02-18,D010,SKU05,29891.79,26303.95,282,22,313332.53,29,No,0.39
2026-02-18,D010,SKU06,31528.69,31471.3,247,20,410347.97,24,No,0.47
2026-02-18,D010,SKU67,23775.14,21551.93,828,13,307672.76,31,Yes,0.5
2026-02-18,D011,SKU54,47393.06,46066.09,433,17,421444.01,31,Yes,0.55
2026-02-18,D012,SKU16,50365.78,46955.13,551,23,307250.56,31,Yes,0.55
2026-02-18,D012,SKU39,56616.44,51497.59,419,16,340095.68,31,Yes,0.55
2026-02-18,D013,SKU43,30896.9,28311.35,414,18,214184.11,31,Yes,0.55
2026-02-18,D013,SKU67,40432.23,34973.33,543,18,305406.16,31,Yes,0.55
2026-02-18,D013,SKU64,46727.93,39545.94,706,19,318607.34,31,Yes,0.55
2026-02-18,D014,SKU45,50827.57,47240.21,300,16,197448.09,31,Yes,0.55
2026-02-18,D014,SKU47,39485.22,32419.56,317,25,199278.14,31,Yes,0.55
2026-02-18,D014,SKU52,53065.58,44122.3,298,26,232323.27,31,Yes,0.55
2026-02-18,D015,SKU27,22140.37,20781.67,666,25,326523.75,31,Yes,0.55
2026-02-18,D015,SKU11,16909.29,15832.06,576,18,470181.06,31,Yes,0.55
2026-02-18,D015,SKU41,35048.83,30439.8,476,16,427918.58,31,Yes,0.55
2026-02-18,D016,SKU17,29830.91,27714.63,770,21,343252.2,31,Yes,0.55
2026-02-18,D017,SKU20,51883.51,41533.66,749,15,347509.23,31,Yes,0.55
2026-02-18,D018,SKU54,43502.02,40069.4,743,20,283209.86,31,Yes,0.55
2026-02-18,D018,SKU18,45530.72,42072.76,414,12,217867.28,31,Yes,0.55
2026-02-18,D019,SKU16,51330.12,46184.02,789,24,263479.96,30,Yes,0.49
2026-02-18,D020,SKU02,38822.3,37716.67,655,25,451229.87,29,No,0.47
2026-02-18,D021,SKU57,34024.77,33755.95,442,18,199278.34,30,No,0.5
2026-02-18,D022,SKU56,26508.11,23474.68,488,25,202095.91,28,Yes,0.34
2026-02-18,D023,SKU42,56469.05,50868.57,423,14,275268.98,22,No,0.53
2026-02-18,D023,SKU68,62995.26,57103.1,570,25,304748.04,26,Yes,0.5
2026-02-18,D024,SKU05,33027.83,28748.84,263,16,377296.7,31,Yes,0.39
2026-02-18,D025,SKU16,22363.69,22842.39,374,22,483796.34,24,Yes,0.46
2026-02-18,D026,SKU22,76416.03,71911.49,630,22,369618.27,29,No,0.45
2026-02-18,D026,SKU16,53493.65,52831.69,510,23,319653.12,23,Yes,0.39
2026-02-18,D026,SKU61,49295.46,48236.42,831,25,402398.76,26,Yes,0.45
2026-02-18,D027,SKU35,40302.74,40139.8,640,23,199582.03,32,Yes,0.36
2026-02-18,D028,SKU38,46483.01,40952.27,327,20,310322.06,27,Yes,0.43
2026-02-18,D029,SKU69,72241.75,67722.73,237,25,136905.63,24,No,0.54
2026-02-18,D029,SKU07,41567.08,39460.62,378,13,215238.47,27,Yes,0.42
2026-02-18,D029,SKU27,49151.31,50529.34,374,13,106455.91,32,Yes,0.48
2026-02-18,D030,SKU25,35889.9,30657.23,731,12,246638.48,31,Yes,0.39
2026-02-18,D030,SKU13,52474.44,49658.42,278,14,282587.16,26,Yes,0.37
2026-02-18,D030,SKU54,38039.35,38763.53,356,12,303810.51,23,Yes,0.35
2026-02-18,D031,SKU53,30809.84,29466.82,422,17,324701.82,31,Yes,0.32
2026-02-18,D031,SKU42,45870.58,47919.41,439,12,213134.07,31,Yes,0.31
2026-02-18,D032,SKU29,30202.62,26944.02,531,19,271649.33,24,Yes,0.52
2026-02-18,D032,SKU23,28176.02,26363.46,422,20,290031.92,22,No,0.35
2026-02-18,D033,SKU29,46723.79,48847.05,570,20,150254.25,26,Yes,0.54
2026-02-18,D033,SKU17,38633.06,38828.87,614,15,184711.05,24,Yes,0.49
2026-02-18,D033,SKU04,37771.48,37315.32,520,16,178400.15,22,Yes,0.46
2026-02-18,D034,SKU30,59200.95,50767.25,636,12,272116.49,28,Yes,0.33
2026-02-18,D035,SKU63,47730.42,46823.01,304,24,180441.48,27,Yes,0.53
2026-02-18,D035,SKU37,56197.92,48036.98,226,25,175814.44,31,Yes,0.3
2026-02-18,D035,SKU43,35360.43,35222.12,579,22,195141.46,24,No,0.48
2026-02-18,D036,SKU07,22560.46,23115.65,642,14,411469.26,32,Yes,0.45
2026-02-18,D036,SKU50,30809.8,32182.64,647,14,293228.14,24,Yes,0.48
2026-02-18,D036,SKU19,28469.16,27960.22,418,23,375313.95,32,Yes,0.31
2026-02-18,D037,SKU62,39000.63,37815.11,622,13,177465.7,30,Yes,0.39
2026-02-18,D037,SKU68,35395.92,34363.32,649,13,189568.99,32,Yes,0.39
2026-02-18,D038,SKU36,64858.21,57561.58,640,16,181759.54,25,No,0.51
2026-02-18,D039,SKU06,48852.0,46534.12,572,23,195291.05,32,Yes,0.48
2026-02-18,D039,SKU19,50670.85,49350.56,522,19,177015.45,32,Yes,0.49
2026-02-18,D040,SKU53,28343.69,24447.92,206,13,173841.83,32,Yes,0.49
2026-02-18,D041,SKU65,41030.58,41640.37,527,19,261908.19,32,Yes,0.54
2026-02-18,D041,SKU61,29930.8,30404.56,572,18,453696.9,31,Yes,0.32
2026-02-18,D041,SKU58,59521.51,59612.53,613,15,300643.89,27,Yes,0.54
2026-02-18,D042,SKU52,29564.26,27426.45,657,13,445546.5,24,Yes,0.31
2026-02-18,D043,SKU66,48483.98,49737.2,790,16,198880.95,32,Yes,0.46
2026-02-18,D044,SKU44,47578.36,41649.45,365,12,261030.02,32,Yes,0.53
2026-02-18,D044,SKU70,57126.56,54245.89,409,14,350466.95,32,Yes,0.37
2026-02-18,D045,SKU26,78758.76,77606.62,338,20,128714.67,22,No,0.4
2026-02-18,D045,SKU39,68969.32,69961.98,753,20,205570.27,23,Yes,0.31
2026-02-18,D046,SKU45,39952.13,37395.96,454,19,209820.85,23,No,0.55
2026-02-18,D046,SKU09,59475.35,55433.68,497,23,206170.52,27,Yes,0.39
2026-02-18,D047,SKU45,60513.7,57500.75,567,12,455851.36,31,Yes,0.55
2026-02-18,D048,SKU45,52658.86,54670.7,252,23,249468.07,29,Yes,0.35
2026-02-18,D049,SKU60,36856.87,35789.1,843,19,247105.08,27,Yes,0.48
2026-02-18,D049,SKU25,23219.73,22642.05,359,14,454914.65,23,Yes,0.52
2026-02-18,D050,SKU26,34204.6,29525.6,604,18,156985.46,29,Yes,0.32
2026-02-18,D051,SKU27,48849.83,47788.79,654,13,290607.6,30,Yes,0.36
2026-02-18,D051,SKU56,39016.39,37905.42,383,12,340900.75,32,No,0.34
2026-02-18,D052,SKU45,48627.46,45009.52,622,20,260727.98,26,No,0.43
2026-02-18,D053,SKU62,45632.81,42214.86,477,15,162818.57,28,No,0.54
2026-02-18,D053,SKU61,43266.72,37006.98,758,13,193561.74,25,Yes,0.3
2026-02-18,D054,SKU45,59390.92,51074.8,685,17,309604.45,29,No,0.55
2026-02-18,D054,SKU02,77344.15,71193.81,336,20,248315.96,29,Yes,0.44
2026-02-18,D054,SKU04,67932.65,57935.12,310,22,355945.59,30,Yes,0.34
2026-02-18,D055,SKU43,38378.88,34033.31,317,23,410034.98,26,Yes,0.34
2026-02-18,D055,SKU49,50555.21,51702.02,568,14,324982.55,32,Yes,0.39
2026-02-18,D056,SKU69,46013.08,39524.29,353,18,133262.85,29,No,0.46
2026-02-18,D057,SKU43,60709.0,52880.65,464,18,282721.29,23,Yes,0.36
2026-02-18,D057,SKU15,70465.04,73910.94,761,22,164653.57,29,No,0.46
2026-02-18,D057,SKU47,48455.12,49071.71,647,24,284592.94,26,No,0.38
2026-02-18,D058,SKU44,52412.68,51995.76,462,18,157138.2,22,Yes,0.44
2026-02-18,D059,SKU10,34288.9,34857.81,752,21,231606.81,23,No,0.52
2026-02-18,D059,SKU20,46559.48,45983.87,420,18,252294.98,25,Yes,0.39
2026-02-18,D059,SKU37,49821.88,50488.6,369,20,237520.94,22,Yes,0.36
2026-02-18,D060,SKU36,51010.88,46209.05,392,21,367305.66,29,Yes,0.37
2026-02-18,D060,SKU32,75027.96,73695.23,751,12,428611.32,23,Yes,0.48
2026-02-18,D060,SKU02,47540.68,40846.3,507,19,458295.74,24,Yes,0.31
2026-02-18,D061,SKU52,34981.4,34295.33,795,18,329008.19,29,Yes,0.45
2026-02-18,D062,SKU09,56977.06,55172.07,615,18,233136.33,29,Yes,0.37
2026-02-18,D062,SKU30,68942.0,62159.75,644,17,278618.66,25,Yes,0.31
2026-02-18,D062,SKU43,48860.66,48148.68,648,19,233227.88,22,Yes,0.41
2026-02-18,D063,SKU25,43700.97,40383.74,384,19,366537.29,26,Yes,0.44
2026-02-18,D063,SKU43,69399.81,65392.04,282,16,473559.48,25,Yes,0.47
2026-02-18,D063,SKU10,39604.29,41100.08,443,21,253972.14,29,Yes,0.46
2026-02-18,D064,SKU60,34107.32,30721.03,548,15,206780.22,22,Yes,0.54
2026-02-18,D065,SKU42,63122.55,63371.69,432,15,165032.14,28,Yes,0.47
2026-02-18,D065,SKU44,46776.45,47804.09,245,13,146502.0,26,Yes,0.37
2026-02-18,D065,SKU20,56952.78,52020.15,755,13,147616.0,27,No,0.36
2026-02-18,D066,SKU25,40025.8,41375.4,737,22,237441.07,30,Yes,0.45
2026-02-18,D066,SKU46,28956.97,26302.14,408,19,374731.4,22,Yes,0.34
2026-02-18,D066,SKU16,26233.6,26054.03,393,16,326311.23,30,Yes,0.31
2026-02-18,D067,SKU39,29220.15,27836.6,622,12,394668.89,26,Yes,0.53
2026-02-18,D068,SKU18,27309.03,25556.26,492,17,376804.3,27,Yes,0.33
2026-02-18,D068,SKU27,37710.06,36358.3,573,18,414218.95,25,Yes,0.4
2026-02-18,D069,SKU16,45209.69,44365.16,229,20,124305.64,23,Yes,0.47
2026-02-18,D069,SKU68,42841.47,37227.95,337,19,212557.98,27,Yes,0.41
2026-02-18,D070,SKU32,72799.91,65640.19,777,14,276825.3,29,Yes,0.45
2026-02-18,D070,SKU03,67112.84,70193.77,507,25,481051.77,29,Yes,0.35
2026-02-18,D071,SKU20,35404.19,32435.56,604,22,381367.23,22,No,0.52
2026-02-18,D072,SKU47,52337.4,48645.65,355,16,233530.28,32,Yes,0.4
2026-02-18,D072,SKU66,57004.43,52150.63,568,21,158538.23,27,Yes,0.53
2026-02-18,D072,SKU50,57132.1,56220.86,576,15,306637.47,25,Yes,0.38
2026-02-18,D073,SKU13,45685.3,47203.77,259,21,339197.63,25,Yes,0.47
2026-02-18,D073,SKU27,71999.13,70332.25,664,12,400724.87,30,Yes,0.4
2026-02-18,D073,SKU39,63950.41,60100.99,300,18,259367.37,27,No,0.37
2026-02-18,D074,SKU63,53653.57,50480.74,662,12,324437.41,25,Yes,0.51
2026-02-18,D075,SKU47,31010.55,27363.82,555,13,258745.09,25,Yes,0.5
2026-02-18,D075,SKU64,27837.98,27501.29,523,14,330648.79,30,Yes,0.44
2026-02-18,D076,SKU66,23969.12,21181.46,774,16,310989.45,27,Yes,0.44
2026-02-18,D076,SKU04,38800.4,36802.28,728,16,418494.22,27,Yes,0.32
2026-02-18,D077,SKU69,59251.46,53086.95,639,14,211008.82,26,Yes,0.51
2026-02-18,D078,SKU59,37962.71,33558.31,540,24,266181.36,25,Yes,0.36
2026-02-18,D078,SKU32,39826.53,38844.39,748,19,260195.28,32,Yes,0.41
2026-02-18,D079,SKU10,42806.72,39667.94,326,22,364885.12,22,No,0.52
2026-02-18,D079,SKU26,63750.79,59750.63,736,14,270775.79,31,No,0.54
2026-02-18,D079,SKU69,41097.89,43152.49,737,21,465246.22,24,Yes,0.34
2026-02-18,D080,SKU38,46179.54,39519.2,616,20,121854.15,28,Yes,0.5
2026-02-18,D080,SKU40,36060.13,36748.57,556,12,201208.1,28,Yes,0.39
2026-02-18,D080,SKU54,49429.49,46789.89,299,25,117098.5,23,Yes,0.44
2026-02-18,D081,SKU52,27836.92,23303.73,771,20,217749.49,34,No,0.67
2026-02-18,D081,SKU49,44257.13,36459.2,511,13,223926.54,34,No,0.67
2026-02-18,D082,SKU29,32075.51,26325.91,794,14,266478.81,34,No,0.67
2026-02-18,D082,SKU16,20345.82,15734.31,262,20,242915.67,34,No,0.67
2026-02-18,D083,SKU30,39585.03,32103.55,610,28,511238.0,34,No,0.67
2026-02-18,D083,SKU37,36587.48,33445.33,747,21,422088.36,34,No,0.67
2026-02-18,D084,SKU10,46648.94,40150.49,305,17,310622.97,34,No,0.67
2026-02-18,D084,SKU20,29342.69,25658.27,714,27,349642.06,34,No,0.67
2026-02-18,D084,SKU02,41533.65,37505.42,456,22,294495.32,34,No,0.67
2026-02-18,D085,SKU03,36391.63,33911.03,652,17,279695.61,34,No,0.67
2026-02-18,D085,SKU38,37595.65,34606.79,434,21,384293.65,34,No,0.67
2026-02-18,D085,SKU48,39541.85,31045.3,426,20,417409.5,34,No,0.67
2026-02-18,D086,SKU63,57505.89,45890.03,216,23,436411.29,34,No,0.67
2026-02-18,D087,SKU57,78786.65,63207.81,769,21,366672.89,34,No,0.67
2026-02-18,D087,SKU50,50702.94,39135.89,255,23,528909.6,34,No,0.67
2026-02-18,D088,SKU11,36852.01,32177.48,200,26,316982.21,34,No,0.67
2026-02-18,D089,SKU43,56973.89,52474.69,672,19,221870.36,34,No,0.67
2026-02-18,D090,SKU01,43050.34,33257.03,225,18,537280.94,34,No,0.67
2026-02-18,D091,SKU18,51250.13,45676.28,396,19,262655.3,34,No,0.67
2026-02-18,D091,SKU19,80471.68,75775.2,251,13,352297.68,34,No,0.67
2026-02-18,D092,SKU41,27149.25,20928.83,638,14,426586.88,34,No,0.67
2026-02-18,D092,SKU31,33465.15,27105.98,378,13,474046.43,34,No,0.67
2026-02-18,D092,SKU65,30021.45,27811.42,583,19,298817.05,34,No,0.67
2026-02-18,D093,SKU59,43745.65,36966.05,326,26,226075.63,34,No,0.67
2026-02-18,D093,SKU45,58192.67,53322.72,757,23,440383.09,34,No,0.67
2026-02-18,D093,SKU21,42201.25,33950.29,228,24,261715.29,34,No,0.67
2026-02-18,D094,SKU37,22330.6,17922.32,476,15,219130.0,34,No,0.67
2026-02-18,D094,SKU65,33998.1,26612.33,552,24,404803.72,34,No,0.67
2026-02-18,D094,SKU01,27011.3,21818.86,406,24,411131.54,34,No,0.67
2026-02-18,D095,SKU07,64152.94,59323.61,415,15,271343.89,34,No,0.67
2026-02-18,D096,SKU04,31781.89,27194.4,478,15,529063.9,22,No,0.46
2026-02-18,D097,SKU34,32708.28,29412.96,372,15,142444.65,22,Yes,0.38
2026-02-18,D097,SKU27,32046.7,28557.22,297,15,267287.37,24,No,0.4
2026-02-18,D097,SKU59,22758.75,20193.56,669,18,128513.35,31,No,0.46
2026-02-18,D098,SKU30,50326.29,51309.42,693,22,174563.37,26,Yes,0.43
2026-02-18,D098,SKU62,56826.51,59265.47,453,12,237875.68,31,Yes,0.3
2026-02-18,D099,SKU28,25094.14,22615.74,318,13,516264.62,22,Yes,0.32
2026-02-18,D099,SKU13,25576.14,26677.14,683,22,539654.99,30,No,0.49
2026-02-18,D099,SKU59,24885.63,21315.87,795,19,421812.53,28,Yes,0.39
2026-02-18,D100,SKU30,64423.46,64286.26,745,16,148059.19,27,Yes,0.53
2026-02-18,D100,SKU18,57984.13,58594.61,416,16,127226.0,32,Yes,0.45
2026-02-18,D101,SKU24,35517.63,34589.72,476,17,483161.38,32,Yes,0.45
2026-02-18,D101,SKU65,42570.6,39459.57,754,16,492786.46,25,Yes,0.5
2026-02-18,D101,SKU48,28591.33,25476.86,276,22,347826.01,23,Yes,0.42
2026-02-18,D102,SKU02,81680.04,84784.84,245,15,219366.61,25,Yes,0.53
2026-02-18,D102,SKU51,57891.13,54649.65,528,25,385618.0,23,Yes,0.34
2026-02-18,D102,SKU54,77005.33,76578.44,387,19,279305.23,27,No,0.47
2026-02-18,D103,SKU52,33620.2,30772.98,560,12,351266.28,25,Yes,0.41
2026-02-18,D104,SKU60,75113.21,73209.3,595,13,239259.51,23,Yes,0.31
2026-02-18,D104,SKU55,68371.2,61682.95,654,20,119422.71,26,Yes,0.37
2026-02-18,D104,SKU33,47529.84,48244.43,552,22,138267.67,29,Yes,0.54
2026-02-18,D105,SKU48,66580.64,66835.9,633,24,518842.07,24,Yes,0.43
2026-02-18,D106,SKU04,34093.34,30103.74,221,15,149627.11,26,Yes,0.4
2026-02-18,D107,SKU09,62911.56,65314.57,650,24,386793.28,22,No,0.5
2026-02-18,D108,SKU49,87098.96,85936.65,408,14,262669.09,28,Yes,0.4
2026-02-18,D109,SKU22,30211.04,30594.03,330,19,234189.14,24,Yes,0.31
2026-02-18,D109,SKU03,45902.76,42660.54,686,12,404348.18,24,No,0.52
2026-02-18,D109,SKU60,43695.72,40156.65,511,23,409808.69,22,No,0.51
2026-02-18,D110,SKU18,32316.34,27949.13,627,17,351751.98,23,Yes,0.54
2026-02-18,D110,SKU15,44220.22,43241.98,293,12,337629.19,24,Yes,0.32
2026-02-18,D110,SKU53,42928.47,43340.63,451,12,414908.11,31,Yes,0.35
2026-02-18,D111,SKU12,43380.23,42932.65,660,17,197158.69,28,Yes,0.5
2026-02-18,D111,SKU41,61214.86,55009.7,770,21,226506.0,27,Yes,0.3
2026-02-18,D111,SKU32,51537.26,46863.82,536,23,333132.97,27,Yes,0.32
2026-02-18,D112,SKU52,53710.02,46358.28,743,22,303563.73,23,Yes,0.34
2026-02-18,D112,SKU34,73202.57,71992.62,668,13,221855.2,25,Yes,0.5
2026-02-18,D112,SKU55,67599.31,61435.54,207,15,201937.35,24,Yes,0.4
2026-02-18,D113,SKU12,26828.22,26727.48,814,16,265075.66,26,No,0.39
2026-02-18,D114,SKU61,35210.51,31037.89,298,15,195976.1,30,Yes,0.42
2026-02-18,D115,SKU67,53456.76,48772.31,395,14,107146.62,23,Yes,0.42
2026-02-18,D116,SKU44,57268.93,59760.31,232,12,123795.56,32,No,0.38
2026-02-18,D117,SKU63,32795.09,29609.72,352,21,183931.65,27,Yes,0.39
2026-02-18,D117,SKU21,40858.14,34862.83,395,12,164955.94,24,Yes,0.43
2026-02-18,D117,SKU25,32322.06,28590.16,203,21,200582.41,27,Yes,0.32
2026-02-18,D118,SKU56,33314.47,28867.55,394,12,145298.73,24,No,0.38
2026-02-18,D118,SKU33,31193.28,31874.04,676,17,127643.4,24,No,0.34
2026-02-18,D119,SKU25,23501.33,24561.5,346,17,454760.79,27,Yes,0.45
2026-02-18,D119,SKU50,31354.59,27512.02,389,13,276704.13,30,Yes,0.36
2026-02-18,D119,SKU43,24201.03,21795.94,199,18,276689.09,24,Yes,0.54
2026-02-18,D120,SKU11,30930.41,29479.32,325,16,196709.97,25,Yes,0.47
2026-02-18,D120,SKU23,23698.95,20185.79,468,16,276708.17,25,Yes,0.43
2026-02-18,D120,SKU28,26914.3,27971.62,457,12,133787.27,27,Yes,0.35
2026-02-19,D001,SKU10,28865.2,28657.9,673,14,392159.45,29,Yes,0.41
2026-02-19,D001,SKU24,36420.31,33617.07,224,12,412275.43,31,Yes,0.5
2026-02-19,D002,SKU26,55483.8,55935.46,649,24,195326.8,25,Yes,0.31
2026-02-19,D002,SKU15,60176.47,57623.61,400,17,205423.55,24,Yes,0.55
2026-02-19,D003,SKU55,32445.27,30603.38,648,18,280849.94,29,Yes,0.48
2026-02-19,D004,SKU09,37686.74,39514.09,716,20,233804.49,23,Yes,0.35
2026-02-19,D004,SKU15,26813.48,27153.58,852,13,231977.01,26,No,0.31
2026-02-19,D005,SKU69,47149.95,45034.48,446,19,258080.1,27,Yes,0.4
